issue,ccn,provider_name,state,ownership_category,chain_name,detail
PECOS enrollment lists no ownership-interest party,245636,MN VETERANS HOME-FERGUS FALLS,MN,Government,,Roles listed: CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,245631,MN VETERANS HOME-LUVERNE,MN,Government,,Roles listed: OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,245620,MN VETERANS HOME-MPLS,MN,Government,,Roles listed: OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,245316,NEW RICHLAND CARE CENTER,MN,Government,,Roles listed: CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL; OTHER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,245384,NORTH SHORE HEALTH,MN,Government,,Roles listed: ADP OF THE SNF; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,245436,PARKVIEW CARE CENTER,MN,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,245475,PARKVIEW HOME,MN,Government,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL; TRUSTEE OF THE SNF
PECOS enrollment lists no ownership-interest party,245486,PERHAM LIVING,MN,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,245463,PIONEER CARE CENTER,MN,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,245482,PRAIRIE MANOR CARE CENTER,MN,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,245530,SAMARITAN BETHANY HOME ON EIGHTH,MN,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,245102,SAUER HEALTH CARE,MN,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,245574,SHOLOM HOME WEST,MN,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,245442,SPRING VALLEY CARE CENTER,MN,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,245407,ST JOHN LUTHERAN HOME,MN,Non profit,,Roles listed: CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,245635,ST JOHNS ON FOUNTAIN LAKE,MN,Non profit,,Roles listed: 5% OR GREATER MORTGAGE INTEREST; ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
